Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
anime drawing easy,Informational,5400,"0.35,0.81,0.81,0.54,0.81,0.67,0.81,0.81,0.35,0.54,1.00,1.00",28,1.02,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",386000000
anime in costume,Informational,5400,"1.00,0.08,0.03,0.00,0.07,0.07,0.08,0.07,0.10,0.00,0.13,0.29",29,0.20,0.90,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",457000000
anime lashes,"Informational, Commercial",5400,"0.66,0.44,0.35,0.54,0.54,0.66,0.54,0.81,0.81,1.00,0.66,0.81",11,1.14,0.93,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",89500000
anime mouth,Informational,5400,"0.66,1.00,0.66,0.82,0.66,0.66,1.00,0.66,1.00,1.00,0.82,0.82",29,6.17,0.00,"Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",9
anime myanimelist,Navigational,5400,"0.00,0.00,0.01,0.24,0.00,0.19,0.01,1.00,0.54,0.00,0.81,0.00",26,3.28,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches",10
anime near me,Transactional,5400,"0.36,0.44,0.66,0.44,0.19,1.00,0.29,0.66,0.13,0.81,0.13,0.29",28,4.67,0.12,"Sitelinks, Image, Image pack, Video, People also ask, Local pack, Related searches",9
anime pirate sites,Commercial,5400,"1.00,0.54,0.54,0.54,0.30,0.24,0.35,0.54,0.67,0.67,0.54,0.67",28,5.40,0.01,"Sitelinks, Image, Image pack, Video, Related searches",10
anime shirts,Commercial,5400,"1.00,0.66,1.00,0.45,0.34,0.55,0.45,0.55,0.45,0.45,0.45,0.34",14,0.83,1.00,"Sitelinks, Image, Video, Related searches, Popular products",10
anime swords,Commercial,5400,"1.00,0.81,0.67,0.67,0.44,0.53,0.67,0.67,0.81,0.53,0.67,0.53",15,0.46,0.73,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches, Popular products",10
aurora stuffed animals,Commercial,5400,"0.66,0.81,1.00,0.66,0.81,0.66,0.66,0.54,0.66,0.66,0.66,0.66",14,0.17,0.90,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products, Ads top, Ads bottom",
best anime sites,Commercial,5400,"0.19,0.19,0.44,1.00,0.29,0.16,0.16,0.16,0.08,0.13,0.13,0.10",29,4.02,0.09,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",2610000000
blue cross animal hospital,Commercial,5400,"0.66,0.54,0.66,0.81,0.44,0.54,0.54,0.54,0.66,0.66,1.00,0.66",26,2.44,0.11,"Sitelinks, Image, Video, Video carousel, Local pack, Related searches, Ads top, Ads bottom",6
cobb county animal shelter,Navigational,5400,"0.67,0.82,1.00,0.82,0.82,0.67,0.55,0.67,0.67,1.00,0.82,0.67",27,0.42,0.03,"Sitelinks, Video, Knowledge panel, Related searches, Ads bottom",853000
crochet stuffed animals,Commercial,5400,"0.82,1.00,0.67,0.44,0.55,1.00,1.00,0.67,1.00,0.55,0.82,0.82",28,0.44,0.78,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",10
disney animators sleeping beauty,Commercial,5400,"0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.66,0.66,0.00,0.04,0.44",27,0.50,0.08,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",298000
do animals have souls,Informational,5400,"0.81,0.81,0.81,0.81,0.66,0.81,1.00,0.81,0.66,0.66,0.81,0.81",27,0.13,0.02,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",5
emergency animal hospital near me,Transactional,5400,"0.67,1.00,0.81,0.81,0.81,1.00,0.54,0.67,1.00,0.81,0.81,0.81",28,2.50,0.48,"Sitelinks, People also ask, Local pack, Related searches",235000000
exotic animal vet,Commercial,5400,"0.54,0.81,0.54,1.00,0.44,0.36,0.23,0.44,0.15,0.30,0.10,0.36",25,2.14,0.29,"Sitelinks, Image, Video, People also ask, Local pack, Related searches",10
exotic animal vet near me,Transactional,5400,"1.00,1.00,0.30,0.15,0.81,0.23,0.07,0.10,0.12,0.30,0.67,0.07",25,2.13,0.44,"Sitelinks, AI Overview, Image, Local pack, Related searches",8
eye care for animals,Commercial,5400,"1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82",29,2.98,0.08,"Sitelinks, Image, Video, Video carousel, Local pack, Related searches",9
forsyth county animal shelter,Navigational,5400,"0.81,0.66,1.00,0.66,1.00,1.00,0.66,0.81,1.00,0.81,0.66,0.66",26,4.51,0.01,"Sitelinks, Image, Video, People also ask, Local pack, Related searches",432000
funny animal,Informational,5400,"1.00,0.44,0.44,0.81,0.44,0.44,0.81,0.81,0.81,0.44,0.54,0.81",29,0.17,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Carousel, Related searches",1960000000
henderson animal shelter,Commercial,5400,"0.44,0.29,1.00,1.00,0.67,0.82,0.67,1.00,1.00,1.00,1.00,0.82",27,0.50,0.04,"Sitelinks, Image, Video, Local pack, Related searches",10
ingham county animal shelter,"Navigational, Transactional",5400,"0.81,0.66,0.81,1.00,1.00,1.00,0.43,0.36,0.54,0.66,0.81,0.66",18,2.59,0.01,"Sitelinks, Image, Video, Knowledge panel, Related searches",10
kawaii anime,"Informational, Commercial",5400,"0.81,0.53,0.53,1.00,0.67,1.00,0.67,0.81,0.53,0.81,0.67,0.67",29,0.85,0.01,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches",
lego animal crossing,"Informational, Transactional",5400,"0.31,0.62,1.00,0.54,0.38,0.38,0.38,0.54,0.23,0.23,0.38,0.23",27,0.12,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products, Ads bottom",10
living treasures animal park,"Navigational, Commercial",5400,"0.29,0.13,0.15,0.05,0.07,0.19,0.36,0.66,0.81,0.66,1.00,0.44",27,0.47,0.06,"Sitelinks, Image, Video, Video carousel, Local pack, Related searches",12300000
longhorn animal,Informational,5400,"1.00,0.23,0.29,0.66,0.29,0.36,0.36,0.36,0.36,0.66,0.54,0.54",29,0.35,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, Things to know",10
monkey stuffed animal,"Informational, Commercial",5400,"0.54,0.66,0.81,0.66,0.66,0.66,0.54,0.54,0.54,0.54,0.66,1.00",26,0.42,0.99,"Sitelinks, Image, Image pack, Video, Explore brands, Related searches, Popular products, Things to know",31200000
northside animal hospital,Commercial,5400,"0.66,0.66,0.66,0.66,0.66,0.81,0.81,0.81,0.66,0.54,1.00,0.66",14,2.66,0.09,"Sitelinks, Video, Local pack, Related searches",10
oshi no ko anime,Informational,5400,"1.00,0.36,0.36,0.55,0.36,0.36,0.36,0.27,0.27,0.36,0.27,0.27",24,2.10,0.01,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",10
paper animator,Informational,5400,"0.08,0.05,0.07,0.05,0.07,0.10,1.00,0.66,0.44,0.44,0.36,0.29",6,1.06,0.07,"Sitelinks, Image pack, Video, Related searches",1310000000
plano animal shelter,Navigational,5400,"0.81,0.81,0.67,0.67,0.81,0.67,0.54,0.54,0.81,0.81,1.00,0.67",28,1.45,0.03,"Sitelinks, Video carousel, Related searches",
post animal,Informational,5400,"0.19,0.19,0.19,0.50,0.31,0.25,0.81,0.50,0.50,0.81,1.00,0.63",17,0.82,0.02,"Image, Image pack, Video, Knowledge panel, Top stories, Related searches",10
project of an animal cell,Informational,5400,"1.00,0.66,0.44,0.44,0.44,0.54,0.44,0.16,0.02,0.00,0.00,0.00",26,0.26,0.09,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",9
rainforest animals and,Informational,5400,"0.16,0.19,0.16,0.16,0.19,0.44,1.00,0.66,0.13,0.00,0.03,0.19",23,1.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Carousel, Related searches",53000000
san antonio animal care services san antonio tx,Navigational,5400,"0.19,0.03,0.07,0.01,0.01,1.00,0.81,0.66,0.66,0.00,0.07,0.00",29,1.72,0.06,"Sitelinks, Video, Knowledge panel, Related searches",10
scary ocean animals,"Informational, Transactional",5400,"0.81,1.00,0.44,0.66,0.36,0.36,0.81,0.81,0.04,0.29,0.36,0.36",25,0.05,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Short videos, People also ask, Carousel, Related searches",40700000
sharks animal facts,Informational,5400,"0.02,0.02,0.08,0.01,0.13,0.54,0.81,1.00,0.44,0.00,0.02,0.36",21,3.84,0.02,"AI Overview, Image, Video, Video carousel, Related searches",10
snoopy stuffed animal,"Informational, Transactional",5400,"0.24,0.54,1.00,0.24,0.24,0.19,0.13,0.16,0.13,0.10,0.13,0.36",28,0.50,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",10
spirit animal test,Informational,5400,"0.68,0.68,0.84,0.84,1.00,1.00,1.00,1.00,0.84,1.00,1.00,1.00",23,0.18,0.33,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches, Ads top, Ads bottom",162000000
upland animal shelter,Navigational,5400,"0.66,0.66,0.66,0.81,0.66,0.66,0.66,0.66,1.00,0.81,0.81,0.66",29,2.00,0.03,"Sitelinks, Image, Video, Knowledge panel, Related searches",10
vampire knight anime,Informational,5400,"0.29,0.24,0.24,0.29,0.29,0.36,0.29,0.29,0.36,0.44,1.00,0.36",26,2.47,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",10
what's my spirit animal,Informational,5400,"0.66,0.66,0.82,0.82,0.66,1.00,0.66,0.66,0.66,0.82,0.82,0.55",28,0.18,0.41,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, Ads bottom, Ads middle",9
winnie the pooh stuffed animal,"Informational, Transactional",5400,"0.44,1.00,0.81,0.54,0.44,0.36,0.44,0.36,0.44,0.54,0.54,0.54",27,0.32,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",5780000
