Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
michigan paycheck calculator,"Informational, Commercial",8100,"1.00,0.54,0.67,0.67,0.54,0.81,0.67,0.81,0.67,0.67,0.67,0.54",23,7.57,0.01,Related searches,130000000
mit living wage calculator,Navigational,8100,"0.66,0.43,0.36,0.36,0.36,0.55,0.43,0.36,0.55,0.36,0.66,1.00",22,4.04,0.01,"Sitelinks, Video, People also ask, Related searches",5150000
mortgage recast calculator,Informational,8100,"0.66,0.81,0.66,1.00,0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.66",28,0.80,0.05,"Sitelinks, Video, People also ask, Related searches, Ads bottom",358000
npv calculator,"Informational, Commercial",8100,"1.00,1.00,0.81,0.54,0.81,0.81,0.81,0.54,0.35,0.44,0.35,0.44",29,2.61,0.04,"Video, Related searches, Ads top, Ads bottom",4840000
partial fraction decomposition calculator,"Informational, Commercial",8100,"1.00,0.81,0.67,0.44,0.81,0.67,0.56,0.36,0.11,0.11,0.08,0.28",12,0.03,0.01,"Image pack, Video, Video carousel, Related searches, See results about",8
pay increase calculator,"Informational, Commercial",8100,"0.54,0.66,0.81,0.66,1.00,1.00,0.66,0.44,0.81,0.44,0.54,0.81",30,2.85,0.01,"Sitelinks, Image pack, Video, Related searches",6
pool volume calculator,Informational,8100,"0.10,0.10,0.08,0.07,0.07,0.44,0.54,0.81,1.00,0.66,0.19,0.19",30,0.42,0.01,"Sitelinks, Video, People also ask, Related searches, Ads bottom",34500000
radical calculator,Informational,8100,"0.81,0.67,0.54,1.00,1.00,0.81,0.67,0.54,0.13,0.06,0.30,0.35",12,0.02,0.06,"Sitelinks, Video, Related searches",26100000
ramsey retirement calculator,"Informational, Transactional",8100,"0.54,0.44,0.44,0.66,0.54,0.44,0.44,0.66,0.54,0.66,1.00,1.00",25,2.53,0.02,"Image pack, Video, People also ask, Related searches",9
required minimum distribution calculator,Informational,8100,"1.00,0.66,0.28,0.66,0.15,0.43,0.28,0.19,0.24,0.28,0.15,0.28",25,0.44,0.24,"Sitelinks, AI Overview, Video, Related searches",9
rock calculator,Informational,8100,"0.44,0.29,0.29,0.36,0.54,0.81,1.00,0.81,0.66,0.54,0.44,1.00",22,0.31,0.01,"Sitelinks, Video, People also ask, Related searches",254000000
synthetic division calculator,"Informational, Commercial",8100,"1.00,0.67,0.53,0.53,0.43,0.27,0.23,0.13,0.10,0.03,0.03,0.17",23,0.38,0.03,"Video, Related searches, See results about",4440000
systems of equations calculator,Informational,8100,"1.00,0.55,0.55,0.66,1.00,0.82,0.55,0.43,0.18,0.18,0.23,0.43",30,0.57,0.02,"Sitelinks, Instant answer, Video, Related searches, See results about",10
topsoil calculator,"Informational, Commercial",8100,"0.16,0.07,0.04,0.07,0.16,0.81,1.00,0.81,0.19,0.29,0.36,0.44",12,1.66,0.01,"Video, Related searches",4390000
washington paycheck calculator,"Informational, Commercial",8100,"0.29,0.44,0.29,0.29,0.24,0.24,0.24,0.24,0.36,0.36,1.00,0.24",27,8.16,0.01,"Image pack, Related searches",10
401 k calculator,Informational,6600,"0.81,1.00,0.67,0.67,1.00,0.54,0.54,0.67,0.81,1.00,0.81,0.81",28,0.47,0.12,"Sitelinks, People also ask, Related searches",131000000
absolute value calculator,Informational,6600,"1.00,0.29,0.29,0.33,0.29,0.13,0.17,0.13,0.04,0.04,0.33,0.67",27,0.39,0.03,"Video, Video carousel, Related searches",95100000
apft body fat calculator,"Informational, Commercial",6600,"0.08,0.02,0.05,0.00,0.66,0.81,1.00,0.54,0.00,0.00,0.07,0.00",9,1.92,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",8
area of a circle calculator,Informational,6600,"0.67,0.54,0.67,0.83,0.83,1.00,1.00,0.83,0.42,0.42,0.33,0.42",27,0.29,0.00,"AI Overview, Instant answer, Image pack, Video, People also ask, Knowledge panel, Related searches, See results about",9
army height and weight calculator,Informational,6600,"0.81,0.54,0.44,0.54,0.54,0.81,1.00,1.00,0.54,0.44,0.44,0.66",24,1.66,0.00,"Sitelinks, Image pack, Video, Related searches",5020000
auto calculator loan,Informational,6600,"0.55,0.44,0.55,0.55,0.44,0.55,0.67,1.00,0.82,1.00,0.82,0.67",24,0.36,0.29,"Sitelinks, Video carousel, Related searches",7
auto finance calculator online,Informational,6600,"0.00,0.00,0.01,0.00,0.02,0.16,1.00,0.24,0.16,0.00,0.00,0.66",18,0.37,0.00,"Sitelinks, People also ask, Related searches, Ads bottom",10
auto financing calculator,Informational,6600,"0.67,1.00,0.44,0.54,0.44,0.54,1.00,0.81,0.54,0.67,0.67,0.44",30,0.41,0.23,"Sitelinks, Related searches, Ads bottom",10
auto loan interest calculator,Informational,6600,"1.00,0.67,0.81,0.67,0.54,0.54,0.54,0.44,0.54,0.44,0.35,0.44",30,0.33,0.23,"Sitelinks, Related searches",10
binary calculator,Informational,6600,"1.00,0.67,0.44,0.67,0.81,0.67,0.44,0.35,0.24,0.24,0.30,0.67",29,0.93,0.00,"Image pack, Video, Related searches, See results about",10
calculate cubic feet,Informational,6600,"0.42,0.21,0.42,0.67,0.54,0.54,0.54,1.00,0.83,0.42,0.54,0.42",29,1.17,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10
capital gains calculator,"Informational, Commercial",6600,"0.55,0.82,1.00,0.67,0.67,0.82,0.55,0.67,0.55,0.55,0.55,0.44",30,1.72,0.14,"Video, People also ask, Related searches",181000000
car interest calculator,Informational,6600,"0.82,1.00,1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.66",29,0.30,0.39,"Sitelinks, Related searches",10
cava nutrition calculator,Informational,6600,"0.66,0.54,0.54,1.00,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.66",30,0.15,0.12,"Sitelinks, Video, Related searches",9230000
cd rates calculator,Commercial,6600,"0.67,0.55,0.55,0.82,0.67,0.82,0.82,0.82,0.67,1.00,0.82,0.67",30,2.56,0.41,"Sitelinks, Related searches",9
commercial real estate loan calculator,Informational,6600,"1.00,0.81,1.00,1.00,0.54,1.00,0.44,0.54,0.44,0.81,0.67,0.54",26,2.46,0.41,"People also ask, Related searches, Ads bottom",8
compression ratio calculator,"Informational, Commercial",6600,"1.00,0.81,1.00,1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00",29,0.49,0.00,"Video, People also ask, Related searches",55700000
concrete yard calculator,Informational,6600,"0.67,0.44,0.44,0.67,0.44,1.00,0.82,1.00,0.82,1.00,0.82,0.67",15,0.19,0.07,"Sitelinks, Video, Related searches",10
construction loan calculator,Informational,6600,"0.67,0.55,0.82,1.00,0.82,0.82,0.67,0.67,0.82,0.82,0.82,0.67",18,2.05,0.45,"Image pack, Video, Related searches",10
definite integral calculator,"Informational, Commercial",6600,"0.67,1.00,0.67,0.67,1.00,0.42,0.54,0.29,0.08,0.17,0.13,0.29",23,0.12,0.01,"Image pack, Video, Related searches, See results about",5
estimate vo2 max calculator,"Informational, Commercial",6600,"0.19,0.03,0.07,0.01,0.81,0.66,1.00,0.66,0.66,0.00,0.07,0.54",28,0.89,0.00,"Sitelinks, People also ask, Related searches",27000
how long will my money last calculator,Informational,6600,"0.54,0.66,0.66,0.54,1.00,0.29,0.29,0.29,0.29,0.54,0.44,0.54",18,0.50,0.09,"Video, Related searches",10
how to calculate magi,Informational,6600,"0.66,0.81,1.00,1.00,1.00,1.00,1.00,0.54,0.35,1.00,0.81,0.66",29,0.07,0.03,"Sitelinks, AI Overview, Video, Video carousel, Related searches",
how to calculate square feet of a room,Informational,6600,"1.00,0.30,0.24,0.35,1.00,0.81,0.54,0.44,0.44,0.44,0.30,0.44",22,0.60,0.06,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Questions and answers",104000000
human years to dog years calculator,Informational,6600,"0.81,1.00,0.81,1.00,0.81,0.67,0.67,1.00,1.00,1.00,0.81,0.81",16,0.06,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",10
implicit differentiation calculator,"Informational, Commercial",6600,"1.00,0.43,0.23,0.13,0.27,0.23,0.13,0.10,0.03,0.03,0.00,0.13",23,1.55,0.01,"Image pack, Video, Related searches, See results about",10
magi calculator,Informational,6600,"0.36,0.54,1.00,0.66,0.54,0.54,0.36,0.24,0.24,0.44,0.36,0.36",25,0.34,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",10
mortgage calculator ny,Informational,6600,"1.00,1.00,0.82,1.00,0.82,1.00,0.82,0.82,0.82,0.82,0.55,0.67",22,0.65,0.47,"Sitelinks, Related searches",10
motorcycle payment calculator,"Informational, Commercial",6600,"0.67,0.67,0.44,0.36,0.67,0.67,0.54,0.81,1.00,0.81,0.54,0.54",25,1.22,0.15,"People also ask, Related searches",10
paycheck calculator illinois,"Informational, Commercial",6600,"0.55,0.82,0.44,0.55,0.44,0.67,0.44,0.82,1.00,0.55,0.44,0.82",27,6.98,0.01,Related searches,10
paycheckcity calculator,"Navigational, Transactional",6600,"0.16,0.13,0.13,0.19,0.13,0.24,0.24,0.36,0.66,1.00,0.29,0.66",30,6.27,0.01,"Sitelinks, Related searches",2
pool salt calculator,"Informational, Commercial",6600,"0.08,0.05,0.03,0.04,0.10,0.36,0.54,1.00,0.66,0.54,0.24,0.29",19,1.46,0.01,"Sitelinks, Video, Video carousel, Related searches, Ads top, Ads bottom",13000000
pregnancy test calculator,"Informational, Commercial",6600,"0.81,0.81,0.81,0.81,0.67,0.81,1.00,0.81,0.67,0.67,0.67,0.54",28,1.55,0.05,"Sitelinks, Image, Image pack, Discussions and forums, Related searches",8
race pace calculator,Informational,6600,"1.00,0.81,0.54,0.54,0.54,0.66,0.81,0.66,0.44,0.44,0.54,0.81",20,0.43,0.01,"Sitelinks, Image pack, Video, Related searches",8
rafter calculator,"Informational, Commercial",6600,"1.00,1.00,0.81,0.81,0.66,1.00,1.00,1.00,1.00,1.00,1.00,1.00",28,1.94,0.00,"Video, People also ask, Related searches",10
recipe nutrition calculator,Informational,6600,"0.54,0.67,0.44,1.00,1.00,1.00,0.67,0.54,0.67,0.67,0.67,0.67",30,1.20,0.04,"Sitelinks, Video, Video carousel, Related searches",113000000
rv payment calculator,Informational,6600,"0.44,0.36,0.12,0.16,1.00,0.36,0.23,0.23,0.30,0.23,0.16,0.16",26,0.49,0.33,"People also ask, Related searches",29700000
sand calculator,Informational,6600,"0.24,0.16,0.16,0.16,0.24,0.66,0.81,0.81,1.00,0.54,0.36,0.36",20,0.02,0.01,"Sitelinks, Video, People also ask, Related searches, Ads bottom",55900000
sat calculator,"Informational, Commercial",6600,"0.54,0.30,0.36,0.12,0.23,0.67,0.30,0.44,0.44,0.36,1.00,0.81",23,1.09,0.02,"Sitelinks, Video, People also ask, Related searches",635000000
schd dividend calculator,Informational,6600,"0.66,0.54,0.81,0.66,0.66,1.00,0.66,0.81,0.54,0.54,0.44,0.44",3,2.05,0.01,"Sitelinks, Video, People also ask, Related searches",10
soap calculator,Informational,6600,"0.81,0.81,0.81,1.00,0.81,0.81,0.67,0.81,0.67,1.00,0.81,0.67",28,0.21,0.01,"Sitelinks, Image, Video, Related searches",51300000
sobriety calculator,Informational,6600,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",4,1.97,0.03,"Image, Image pack, Video, Related searches",10
solar panel calculator,Commercial,6600,"1.00,0.29,0.29,0.24,0.44,0.54,0.36,0.54,0.44,0.54,0.54,0.44",27,4.31,0.23,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches, Ads top, Ads bottom, Ads middle",9
time card calculator free,"Informational, Commercial",6600,"1.00,0.82,0.55,0.67,1.00,0.67,0.36,0.20,0.12,0.67,0.67,0.44",30,2.60,0.01,"Sitelinks, Video, Related searches",10
treadmill calorie calculator,Commercial,6600,"0.44,0.44,0.54,0.81,1.00,0.81,0.66,0.66,0.66,0.54,0.54,0.44",23,1.93,0.00,"Sitelinks, Image pack, Related searches",8
wallpaper calculator,Informational,6600,"0.54,0.66,0.44,0.66,0.66,1.00,1.00,1.00,0.81,1.00,0.81,0.81",7,1.07,0.32,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads bottom",10
wire size calculator,Commercial,6600,"0.81,0.81,1.00,0.81,0.81,1.00,0.81,1.00,0.67,0.67,0.81,1.00",24,0.42,0.07,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads bottom",7
zakat calculator,Informational,6600,"0.03,0.04,0.08,0.08,0.29,1.00,0.08,0.05,0.05,0.03,0.03,0.03",20,1.56,0.45,"Video, Ads top",
401k calculator with match,Informational,5400,"0.66,0.66,0.66,0.81,1.00,0.66,0.54,0.66,0.66,0.81,0.66,0.66",17,0.41,0.23,"Sitelinks, Related searches, Ads top, Ads bottom",192000000
401k loan calculator,Informational,5400,"0.44,0.36,0.36,1.00,0.44,0.44,0.36,0.44,0.44,0.44,0.36,0.36",25,2.09,0.06,"AI Overview, Video, Related searches",11700000
act calculator,Informational,5400,"0.81,0.35,0.54,0.44,0.81,1.00,0.81,0.35,0.81,0.66,0.44,0.66",20,0.83,0.06,"Sitelinks, Video, Related searches",593000000
adopt me calculator,Informational,5400,"0.54,0.67,0.67,0.54,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.67",29,6.78,0.00,"Sitelinks, Video, Related searches",34700000
amperage to watts calculator,Informational,5400,"0.44,0.81,0.81,1.00,0.66,0.81,0.44,0.36,0.36,0.00,0.00,0.00",25,0.02,0.02,"Sitelinks, Video, People also ask, Related searches",10
bah rate calculator,"Informational, Commercial",5400,"0.44,0.30,0.67,1.00,0.24,0.30,0.19,0.15,0.30,0.24,1.00,0.24",16,2.01,0.02,"Sitelinks, Video, Related searches",9
batting average calculator,"Informational, Commercial",5400,"0.24,0.12,0.08,0.08,0.12,0.66,1.00,0.81,0.54,0.44,0.24,0.24",16,0.02,0.09,"Video, People also ask, Related searches",1780000
boat financing payment calculator,Informational,5400,"0.00,0.00,0.03,0.00,0.81,1.00,0.03,0.00,0.00,0.00,0.01,0.00",14,0.79,0.21,"Video, Related searches",9
bpm calculator,"Informational, Commercial",5400,"0.67,0.67,0.81,0.81,0.54,0.81,0.67,0.67,0.67,0.54,0.67,1.00",27,1.87,0.00,"Video, People also ask, Related searches",10
cat age calculator,Informational,5400,"0.23,0.81,0.81,1.00,0.54,1.00,0.23,0.19,0.15,0.19,0.23,0.15",13,0.38,0.12,"Sitelinks, Image pack, Related searches",9
commission calculator,Informational,5400,"0.81,1.00,0.66,0.66,0.66,0.66,0.54,0.54,0.44,0.54,0.54,0.44",18,5.80,0.03,"Image pack, Video, People also ask, Related searches",10
concrete calculator bags,Informational,5400,"0.66,0.44,0.54,0.35,0.81,0.66,1.00,0.81,0.54,0.66,0.54,0.81",30,0.59,0.18,"Video, People also ask, Related searches, Ads bottom, Ads middle",12100000
debt snowball calculator,"Informational, Commercial",5400,"1.00,0.82,1.00,1.00,1.00,1.00,0.82,0.67,0.82,0.67,0.82,0.67",6,3.78,0.10,"Sitelinks, Video, Related searches",1290000
decimal in fraction calculator,"Informational, Commercial",5400,"0.36,0.19,0.44,0.54,0.36,1.00,0.81,0.54,0.12,0.16,0.16,0.16",15,1.55,0.00,"Sitelinks, Video, People also ask, Related searches",8
deck calculator,Informational,5400,"0.67,0.44,0.30,0.36,0.44,1.00,1.00,1.00,1.00,1.00,1.00,0.54",27,1.26,0.41,"Sitelinks, Video, Related searches",113000000
dog years calculator,Informational,5400,"0.54,1.00,0.54,0.66,0.36,0.36,0.54,0.66,0.44,0.44,0.36,0.29",30,0.05,0.07,"AI Overview, Image pack, Video, People also ask, Related searches",231000000
ebay fees calculator,"Navigational, Transactional",5400,"0.35,0.54,0.67,0.67,0.67,0.67,0.54,1.00,0.81,0.67,0.67,0.67",24,8.33,0.00,"Sitelinks, Video, Knowledge panel, Related searches",10
ebay price calculator,Transactional,5400,"1.00,0.10,0.00,0.43,0.12,0.28,0.04,0.06,0.04,0.66,0.04,0.19",26,4.45,0.00,"Sitelinks, Video, Knowledge panel, Related searches",10
handicap calculator,"Informational, Commercial",5400,"0.44,0.19,0.19,0.19,0.23,0.28,0.54,0.54,1.00,0.81,0.81,0.44",9,1.96,0.09,"Sitelinks, Image pack, Video, Related searches",10
hours to decimal calculator,"Informational, Commercial",5400,"0.66,0.54,0.66,0.54,0.66,0.66,0.36,0.44,0.54,0.54,0.54,1.00",22,4.20,0.00,"Video, Related searches",10
how to calculate board feet,Informational,5400,"0.81,0.43,0.81,1.00,1.00,0.81,0.81,0.81,0.67,0.54,0.81,0.81",23,0.02,0.01,"Sitelinks, AI Overview, Video, Video carousel, Related searches",10
how to calculate opportunity cost,Informational,5400,"0.36,0.15,0.24,0.67,0.55,0.20,0.20,0.24,0.12,0.11,0.29,1.00",22,2.16,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10
how to calculate ring size,Informational,5400,"0.67,0.54,0.81,0.16,0.67,0.36,0.28,0.19,0.19,0.54,0.54,1.00",27,0.41,0.92,"AI Overview, Image pack, Video, Video carousel, Short videos, Related searches, Ads middle",108000000
illinois salary calculator,"Informational, Commercial",5400,"0.15,1.00,0.81,0.67,0.19,0.44,0.30,0.54,0.54,0.67,0.54,0.54",21,4.77,0.01,"Sitelinks, Related searches",17100000
image ratio calculator,"Informational, Commercial",5400,"0.81,1.00,0.81,0.44,0.66,0.13,0.36,0.19,0.44,0.29,0.19,0.54",20,0.78,0.00,"Sitelinks, Image pack, Video, Related searches",8
interest only mortgage calculator,Informational,5400,"1.00,0.82,0.67,1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82",28,2.11,0.09,"People also ask, Related searches",235000000
inverse calculator,"Informational, Commercial",5400,"1.00,0.67,0.53,0.53,0.53,0.53,0.44,0.28,0.11,0.19,0.14,0.44",27,0.01,0.04,"Video, Related searches, See results about",65100000
law of cosines calculator,Informational,5400,"0.54,0.79,0.67,0.79,1.00,1.00,1.00,0.79,0.29,0.29,0.17,0.21",18,1.96,0.00,"Instant answer, Image pack, Video, Knowledge panel, Related searches, See results about",10
life insurance calculator,Informational,5400,"0.54,0.54,0.44,0.54,0.44,1.00,0.81,0.54,0.54,0.67,0.54,0.54",30,7.57,0.37,"Sitelinks, Video, People also ask, Related searches, Ads top, Ads bottom",10
mad calculator,"Informational, Commercial",5400,"0.16,0.16,0.12,0.20,0.23,0.36,0.81,1.00,0.16,0.04,0.10,0.23",19,1.66,0.00,"Video, People also ask, Related searches, See results about",105000000
mean absolute deviation calculator,"Informational, Transactional",5400,"0.16,0.12,0.10,0.16,0.23,0.44,1.00,1.00,0.12,0.04,0.12,0.23",20,1.66,0.00,"Video, Video carousel, People also ask, Related searches, See results about",8180000
missouri paycheck calculator,"Informational, Commercial",5400,"1.00,1.00,0.81,1.00,0.81,1.00,0.81,1.00,1.00,0.81,1.00,0.81",28,7.58,0.01,"Sitelinks, Related searches",70300000
money market calculator,Informational,5400,"0.67,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.67,0.67,0.81,1.00",18,1.65,0.45,"Video, Video carousel, People also ask, Related searches",676000000
mortgage calculator michigan,Informational,5400,"0.66,0.54,0.66,0.81,0.66,1.00,0.81,0.81,0.81,0.81,0.66,0.66",21,0.46,0.49,"Sitelinks, People also ask, Related searches, Ads bottom",10
mortgage calculator utah,"Informational, Commercial",5400,"1.00,0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.81,1.00,0.81,0.81",7,0.57,0.51,"Sitelinks, AI Overview, Related searches",3
name number calculator,"Informational, Commercial",5400,"0.81,1.00,0.44,0.67,0.44,0.81,0.81,0.36,0.23,0.10,0.23,0.28",28,2.05,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches",10
neb tm calculator,Navigational,5400,"1.00,1.00,0.54,0.66,1.00,0.81,0.81,0.81,0.81,0.81,0.66,0.81",15,5.22,0.02,"Sitelinks, Video, Related searches",49900
nj sales tax calculator,Commercial,5400,"1.00,0.81,0.81,1.00,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.67",21,2.55,0.02,"People also ask, Related searches, Ads bottom",19100000
partial fraction calculator,"Informational, Transactional",5400,"1.00,0.44,0.55,0.29,0.55,0.67,0.55,0.36,0.05,0.11,0.08,0.29",17,0.33,0.01,"Video, Video carousel, People also ask, Related searches, See results about",13000000
paver calculator,"Informational, Commercial",5400,"0.19,0.19,0.13,0.19,0.24,1.00,1.00,1.00,0.81,0.66,0.66,0.44",20,0.84,0.03,"Video, People also ask, Related searches",2770000
prime factorization calculator,"Informational, Commercial",5400,"1.00,1.00,0.66,0.66,0.43,0.82,0.43,0.30,0.18,0.23,0.36,0.55",19,2.01,0.01,"Video, People also ask, Related searches, See results about",10
psu power calculator,"Informational, Commercial",5400,"0.44,1.00,0.81,0.10,0.44,0.19,0.44,0.05,0.24,0.16,0.02,0.24",21,0.04,0.09,"Sitelinks, Image pack, Video, Related searches",10
pto calculator,"Informational, Commercial",5400,"0.54,0.66,0.66,1.00,0.54,0.54,0.54,0.54,0.54,0.54,0.66,0.44",25,2.23,0.01,"Sitelinks, Video, People also ask, Related searches, Ads bottom",17300000
quadratic calculator,Informational,5400,"1.00,0.81,0.44,0.53,0.81,0.81,0.81,0.53,0.22,0.19,0.28,0.81",30,0.26,0.01,"Instant answer, Video, Related searches, See results about",9
recessed lighting calculator,"Informational, Transactional",5400,"0.54,0.66,0.43,0.66,0.81,1.00,1.00,1.00,0.81,1.00,0.66,0.54",7,1.90,0.01,"Sitelinks, Video, Video carousel, People also ask, Related searches",10
resistor calculator,Informational,5400,"1.00,0.67,0.67,0.81,0.81,0.81,0.81,0.54,0.44,0.44,0.44,0.81",28,0.17,0.02,"Sitelinks, Image pack, Video, People also ask, Related searches, See results about",7
round up calculator,"Informational, Commercial",5400,"0.66,0.09,0.55,0.16,0.45,1.00,0.23,0.09,0.16,0.11,0.11,0.16",26,1.58,0.00,"Video, Related searches",9
run pace calculator,"Informational, Commercial",5400,"1.00,0.82,0.55,1.00,0.82,0.67,0.67,0.67,0.55,0.55,0.67,0.67",19,0.72,0.01,"Sitelinks, Video, Related searches, Ads top, Ads bottom",8
sakrete calculator,Informational,5400,"1.00,0.67,0.54,0.54,0.54,1.00,1.00,1.00,1.00,0.81,0.81,0.81",24,0.34,0.32,"Sitelinks, Image pack, Video, Video carousel, Related searches, Ads top, Ads bottom",3
salary raise calculator,"Informational, Commercial",5400,"0.82,1.00,0.67,0.35,0.55,0.35,0.35,1.00,0.55,0.35,0.67,0.82",17,2.85,0.01,"Sitelinks, Video, Related searches",196000000
schd calculator,"Informational, Transactional",5400,"0.66,0.66,1.00,0.54,0.81,1.00,0.81,1.00,0.66,0.66,0.66,0.66",16,2.62,0.02,"Sitelinks, Image pack, Video, People also ask, Related searches",225000
share incentive plan calculator,Informational,5400,"1.00,0.07,0.13,0.02,1.00,1.00,1.00,1.00,1.00,0.00,0.04,0.81",18,1.46,0.04,"Sitelinks, AI Overview, Video, People also ask, Related searches",10
silver calculator,"Informational, Commercial",5400,"0.66,0.44,0.44,0.44,0.54,0.54,0.54,0.54,0.54,0.66,0.66,1.00",30,0.21,0.02,"Sitelinks, Image pack, Video, Related searches",9
sod calculator,Informational,5400,"0.13,0.08,0.07,0.10,0.36,1.00,1.00,0.81,0.66,0.44,0.36,0.36",14,2.07,0.02,"Video, Related searches",10
tennessee paycheck calculator,"Informational, Commercial",5400,"1.00,1.00,0.54,1.00,0.67,0.67,0.81,0.67,0.67,0.67,0.67,0.67",27,7.09,0.00,"People also ask, Related searches",
tree removal cost calculator,Informational,5400,"0.36,0.19,0.16,0.24,0.29,0.54,0.81,1.00,0.81,0.66,0.66,0.54",0,2.44,0.19,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches",10
wacc calculator,"Informational, Commercial",5400,"0.16,0.16,1.00,0.08,0.54,0.54,0.66,0.44,0.29,0.24,0.16,0.19",24,0.63,0.01,"Video, People also ask, Related searches",1230000
waist to hip ratio calculator,"Informational, Commercial",5400,"1.00,0.81,0.67,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.54",23,0.02,0.01,"Image pack, Video, Related searches",1230000
watts to amps calculator,"Informational, Commercial",5400,"0.54,0.81,0.66,1.00,0.66,0.66,0.36,0.36,0.36,0.66,0.44,0.36",19,0.02,0.03,"Sitelinks, Video, People also ask, Related searches",16700000
weight watchers points calculator,Informational,5400,"0.55,0.82,0.66,1.00,0.82,0.82,0.66,0.66,0.55,0.66,0.55,0.43",21,2.33,0.08,"Sitelinks, Image pack, Video, Related searches",10
