Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
channels dvr,Informational,2400,"0.53,0.35,0.29,0.44,0.44,0.44,0.29,0.44,0.24,0.35,0.44,1.00",28,1.07,0.01,"Sitelinks, Video, Video carousel, Related searches",14700000
detroit channel guide,Informational,2400,"0.24,0.04,0.02,0.00,0.02,0.02,1.00,0.01,0.03,0.00,0.02,0.54",26,0.00,0.00,"AI Overview, Video, Related searches",75800000
disney channel cee 2012,"Informational, Transactional",2400,1.00,26,0.00,0.00,"AI Overview, Image, Video, People also ask, Related searches",231000
disney channel cee 2013,"Navigational, Transactional",2400,1.00,26,0.00,0.00,"Image, Image pack, Video, People also ask",117000
disney channel cee screen bug,"Informational, Transactional",2400,1.00,21,0.00,0.00,"Image, Image pack, Video",52000
disney channel shows 2000 to 2010,Informational,2400,"0.08,0.36,0.44,1.00,0.66,0.80,0.66,0.52,0.66,0.66,0.80,0.52",23,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",67500000
does the grecom psr 800 receives control channels,Informational,2400,1.00,8,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",10700
drainage trench & driveway channel drain,"Informational, Transactional",2400,"0.10,0.05,0.19,0.02,0.28,1.00,1.00,0.43,0.66,0.00,0.05,0.43",15,1.49,1.00,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",311000
dreamcast space channel,"Informational, Transactional",2400,"0.81,0.81,0.28,0.03,0.00,0.24,1.00,0.03,0.66,0.01,0.10,0.43",22,0.00,0.01,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches, Popular products",395000
driveway channel drain,"Informational, Transactional",2400,"0.52,0.44,0.44,0.36,0.36,0.80,0.66,1.00,0.80,0.80,0.52,0.66",15,1.49,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Short videos, Related searches, Popular products",6130000
english channel map,Informational,2400,"0.35,0.53,0.35,0.66,0.29,0.35,0.53,0.53,0.18,0.24,1.00,0.66",24,0.00,0.01,"Sitelinks, Image, Image pack, Video, Related searches",1140000000
flow in a curved channel,"Informational, Transactional",2400,1.00,12,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches",11100000
fun slack channels sports,Informational,2400,1.00,11,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",2210000
how do you change channel name on youtube,Informational,2400,"0.18,0.07,0.29,0.04,1.00,1.00,0.81,0.44,0.66,0.00,0.16,0.44",21,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Discussions and forums, Related searches",850000000
how to delete the channel in youtube,Informational,2400,"0.00,0.00,0.00,0.01,0.00,0.00,0.00,1.00,1.00,0.00,0.13,0.00",22,0.72,0.00,"AI Overview, Video, Video carousel, Short videos, Related searches",520000000
how to watch local channels without cable,Informational,2400,"0.54,0.54,0.54,1.00,0.65,0.54,0.43,0.36,0.29,0.43,0.81,0.81",27,0.90,0.66,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",116000000
j channel siding,"Informational, Transactional",2400,"0.82,0.82,0.55,0.55,0.24,0.65,0.82,0.82,1.00,0.82,1.00,0.82",22,1.36,0.92,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",7740000
ja 3 channel 12 release date,Informational,2400,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.54",25,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",1520000000
john jee channel 10,"Informational, Transactional",2400,1.00,24,0.00,0.00,"Video, Video carousel, Short videos",1290000
kawaiigirlxo twitch channel,"Informational, Transactional",2400,1.00,30,0.00,0.00,,30200
knipex channel locks,"Informational, Commercial",2400,"0.82,1.00,1.00,1.00,0.65,0.55,0.65,0.65,0.65,0.65,0.82,0.82",16,0.30,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products, Ads bottom",188000
make me a channel of your peace,"Informational, Transactional",2400,"1.00,0.80,0.44,0.67,0.80,0.80,0.67,0.67,0.67,0.80,0.67,0.80",25,0.02,0.00,"Image, Video, Featured video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, See results about",438000000
mesa boogie 2 channel rectifier red vs orange channel,"Informational, Transactional",2400,1.00,16,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",64300
mukuchina miyashita-san no shikiyoku channel,Navigational,2400,"0.01,0.00,0.01,0.02,0.08,1.00,0.00,0.01,0.54,0.81,0.36,0.00",13,0.00,0.00,Sitelinks,6920
ohio state football channel,Informational,2400,"0.66,0.83,0.24,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.45,1.00",29,1.73,0.03,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Top stories, Related searches",202000000
oxygen channel schedule,Informational,2400,"0.43,1.00,0.36,0.43,0.43,0.43,0.36,1.00,0.65,0.65,0.65,0.65",19,0.00,0.00,"Sitelinks, Image, Video, Related searches",168000000
sims 4 custom channel injector,Informational,2400,"1.00,0.10,0.35,0.23,0.10,0.35,0.10,0.44,0.10,0.44,0.10,0.00",11,0.00,0.00,"Sitelinks, Image, Video, Related searches",31300
sunrise learning channel,Commercial,2400,"0.54,0.54,0.36,0.29,0.20,0.54,0.43,0.54,0.81,1.00,0.81,0.81",10,1.93,0.02,"Image pack, Video, Related searches",218000000
susie q disney channel movie,"Informational, Transactional",2400,"0.03,0.01,0.03,0.02,0.43,1.00,1.00,0.43,0.66,0.00,0.10,0.54",28,0.00,0.00,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches",156000
tablo tv channels,"Informational, Transactional",2400,"1.00,0.65,0.81,1.00,0.81,0.54,0.35,0.35,0.65,0.35,0.35,0.35",22,0.49,0.44,"AI Overview, Video, Video carousel, Related searches",314000
tablo tv channels list free,Informational,2400,"0.81,0.65,0.81,1.00,1.00,0.81,0.43,0.29,0.36,0.36,0.36,0.36",24,0.55,0.26,"AI Overview, Image pack, Video, Video carousel, Related searches, Ads bottom, Ads middle",61900
thursday night football tonight channel,Informational,2400,"1.00,0.29,0.16,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16",21,1.69,0.03,"Video, Video carousel, Knowledge panel, Top stories, Related searches",178000000
tnf channel,Informational,2400,"0.63,0.31,0.31,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",30,1.74,0.02,"Image, Image pack, Video, People also ask, Knowledge panel, Top stories, Related searches",10
what channel are the grammys on,Informational,2400,"0.00,0.00,0.00,0.03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",29,0.00,0.00,"Instant answer, Video, People also ask, Knowledge panel, Related searches",23700000
what channel in the nebraska game on,Informational,2400,"0.82,1.00,0.24,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.82",23,2.01,0.03,"AI Overview, Video, People also ask, Top stories, Discussions and forums, Related searches",31200000
what channel is espn plus on directv,Informational,2400,"1.00,0.81,0.44,0.30,0.30,0.35,0.19,0.35,0.15,0.13,0.44,0.67",22,1.86,0.00,"Sitelinks, AI Overview, Video, Related searches",3880000
what channel is lions game on today,Informational,2400,"0.30,0.81,0.67,0.54,0.00,0.00,0.00,0.00,0.00,0.09,0.16,1.00",30,2.80,0.04,"Featured snippet, Video, People also ask, Top stories, Related searches",229000000
what channel is lsu playing on today,Informational,2400,"0.81,1.00,0.36,0.03,0.03,0.11,0.03,0.08,0.53,0.00,0.19,1.00",18,2.25,0.05,"AI Overview, Video, Related searches",48700000
what channel is the badger game on today,Informational,2400,"1.00,0.82,0.18,0.11,0.16,1.00,0.00,0.00,0.00,0.00,0.09,0.55",20,2.43,0.00,"Video, Video carousel, Top stories, Related searches",17500000
what channel is the clemson game on today,Informational,2400,"0.54,1.00,0.54,0.04,0.06,0.07,0.00,0.00,0.00,0.00,0.30,0.81",21,2.31,0.03,"Video, Top stories, Related searches",26000000
what channel is the cw directv,"Informational, Commercial",2400,"0.19,0.07,0.03,0.03,0.02,0.81,0.54,0.29,0.35,0.00,0.03,1.00",27,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",1250000
what channel is the lions game on tonight,Informational,2400,"0.05,0.16,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.23,0.12,0.28",24,2.57,0.02,"Video, Top stories, Related searches",992000000
what channel is the rams game on today,Informational,2400,"0.08,0.24,0.44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.29",30,2.64,0.03,"Sitelinks, Video, Related searches",90400000
what channel is tnt on dish,"Informational, Commercial",2400,"0.23,0.23,0.67,0.19,0.19,0.67,0.35,0.67,0.67,1.00,0.35,0.10",16,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Related searches",7380000
what channel is uk basketball game on today,Informational,2400,"0.36,1.00,0.54,0.54,0.44,0.81,0.01,0.01,0.00,0.01,0.01,0.02",27,0.00,0.00,"Featured snippet, Video, Top stories, Related searches",757000000
what is the channel for cw on directv,Informational,2400,"0.36,0.03,0.13,0.02,1.00,0.01,0.00,0.02,0.29,0.00,0.03,0.81",20,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",192000
what police scanners will pick up control channels,Informational,2400,1.00,11,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",557000
what time is the ohio state game and what channel,Informational,2400,"0.54,0.54,0.54,0.67,0.01,0.01,0.01,0.00,0.00,0.00,0.36,1.00",30,1.52,0.01,"Video, Top stories, Related searches",594000000
which wifi channels can you use on 5ghz wifi,Commercial,2400,"1.00,0.00",13,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",10
youtube channels 2008,"Informational, Transactional",2400,1.00,24,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",504000000
youtube tv losing channels,Informational,2400,"0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,1.00",30,6.60,0.03,"Sitelinks, AI Overview, Video, Video carousel, Related searches",67200000
2 channel amplifier,Commercial,1900,"0.82,0.82,0.65,0.65,0.34,0.55,0.55,0.82,0.82,1.00,0.82,0.44",13,0.55,0.98,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",400000000
2000s disney channel shows,Informational,1900,"1.00,0.53,0.53,0.30,0.30,0.35,0.12,0.44,0.09,0.19,0.67,0.16",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",404000000
4 channel amps,"Informational, Transactional",1900,"0.10,0.10,0.10,0.08,0.10,0.08,0.10,0.53,0.44,0.44,1.00,0.81",5,0.59,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",420000000
6 channel amp,Commercial,1900,"1.00,1.00,0.44,0.65,0.55,0.65,0.65,0.65,0.65,0.65,0.65,0.55",8,0.50,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",285000000
7tv not loading channel emotes,Informational,1900,1.00,29,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",107000
actresses on hallmark channel,Commercial,1900,"0.35,0.18,0.53,0.44,0.00,0.00,0.00,0.00,0.53,1.00,0.82,0.29",30,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",2600000
alabama football channel,Informational,1900,"1.00,0.67,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.44",24,2.19,0.03,"Image, Video, Video carousel, Top stories, Related searches",67400000
aluminum u channel,"Informational, Transactional",1900,"0.84,1.00,0.68,0.84,1.00,1.00,0.84,1.00,1.00,1.00,1.00,1.00",15,0.98,1.00,"Sitelinks, Image, Video, Related searches, Popular products, Ads bottom",62400000
amc on the roku channel cancel,Informational,1900,"1.00,0.00",19,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10
bills game today what channel,Informational,1900,"0.81,1.00,0.66,0.81,0.01,0.01,0.01,0.01,0.00,0.00,0.18,0.35",29,2.07,0.02,"Featured snippet, Video, Video carousel, People also ask, Top stories, Related searches",10
cable channel that airs march madness,Informational,1900,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",26,0.00,0.00,"AI Overview, Video, People also ask, Related searches",277000
channel cat,"Informational, Navigational",1900,"0.25,0.13,0.33,0.50,0.13,0.33,0.50,1.00,0.79,0.79,0.67,0.42",29,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, Things to know",10
channel club apartments,Navigational,1900,"0.66,0.66,0.66,0.54,0.66,0.79,0.79,1.00,0.79,0.79,0.66,0.66",23,1.22,0.16,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches, Ads bottom",25900000
channel drains,"Informational, Transactional",1900,"0.65,0.15,0.11,0.20,0.29,0.36,0.23,0.29,0.82,1.00,0.55,0.65",30,1.03,1.00,"Image, Image pack, Video, Video carousel, Related searches, Popular products",49300000
channel islands harbor,Navigational,1900,"0.44,0.44,0.44,0.53,0.44,0.53,0.44,0.67,0.80,1.00,0.80,0.36",28,0.61,0.06,"Sitelinks, Image, Video, Related searches, Things to know",26000000
channel lock wrench,"Informational, Transactional",1900,"1.00,0.79,1.00,1.00,0.79,0.79,0.79,1.00,1.00,0.79,1.00,1.00",29,0.30,0.95,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",32700000
chiefs vs chargers channel,Commercial,1900,"0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00",25,11.87,0.01,"Sitelinks, Video, People also ask, Top stories, Related searches",7410000
coven academy disney channel,"Informational, Transactional",1900,"0.00,0.00,0.00,0.00,1.00,0.01",27,0.00,0.00,"AI Overview, Image, Video, Video carousel, Short videos, Related searches",164000
cw is what channel on directv,Informational,1900,"0.65,0.36,0.65,0.55,0.00,0.00,1.00,0.55,0.05,0.02,0.06,0.03",21,0.00,0.00,"AI Overview, Video, Related searches",10
daytona 500 channel,Informational,1900,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",28,0.00,0.00,"AI Overview, Video, Video carousel, Related searches",8040000
directv abc channel,"Informational, Commercial",1900,"0.35,0.54,1.00,0.30,0.15,0.19,0.15,0.09,0.22,0.13,0.35,1.00",27,1.34,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",10
disboard new discord channel,"Navigational, Transactional",1900,"1.00,0.00",30,0.00,0.00,"Sitelinks, Video, People also ask, Related searches",1510000
discovery channel harley and the davidsons,Informational,1900,"0.15,0.05,0.00,0.03,0.81,0.36,1.00,0.28,0.36,0.01,0.05,0.36",28,0.00,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",303000
disney channel 2000s shows,Informational,1900,"1.00,0.15,0.66,0.36,0.19,0.07,0.28,0.10,0.03,0.03,0.28,0.24",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",47100000
disney channel cee 2011,"Informational, Transactional",1900,1.00,24,0.00,0.00,"AI Overview, Image, Video, Related searches",243000
disney channel cee 2014,"Informational, Transactional",1900,1.00,24,0.00,0.00,"AI Overview, Image, Image pack, Video, Related searches",398000
disney channel characters,Informational,1900,"1.00,0.55,0.55,0.55,0.45,0.83,0.55,0.65,0.55,0.65,0.55,0.65",24,0.00,0.00,"Sitelinks, Image, Image pack, Video, Carousel, Related searches",628000000
english channel swim,Informational,1900,"0.22,0.33,0.33,0.17,0.22,0.17,0.17,0.33,0.28,0.28,1.00,0.53",13,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",368000000
first woman to swim the english channel,Informational,1900,"1.00,0.81,0.50,0.50,0.63,0.63,0.44,0.44,0.13,0.81,0.50,0.44",21,0.01,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",10
golf channel games scheffler mcilroy,Informational,1900,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",29,0.00,0.00,"AI Overview, Image, Image pack, Video, Video carousel, Top stories",188000
green bay football game channel,Informational,1900,"0.81,1.00,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03",26,2.40,0.03,"Sitelinks, Image, Video, People also ask, Top stories, Related searches",26500000
hallmark channel actresses,Informational,1900,"0.35,1.00,0.35,0.30,0.22,0.43,0.22,0.43,0.35,0.65,0.19,0.43",29,0.00,0.00,"AI Overview, Image, Image pack, Video, Related searches",41600000
hallmark channel directv,"Informational, Transactional",1900,"0.36,1.00,0.67,0.08,0.06,0.11,0.03,0.11,0.22,0.28,0.08,0.06",24,1.08,0.01,"Sitelinks, AI Overview, Image, Video, Related searches",924000
hallmark channel on directv,"Informational, Transactional",1900,"0.34,1.00,1.00,0.24,0.14,0.14,0.10,0.14,0.14,0.17,0.14,0.17",30,1.31,0.01,"Featured snippet, Sitelinks, Video, People also ask, Related searches",866000
how did the island foxes get onto the channel islands,Informational,1900,"1.00,0.00,0.00",29,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",255000
how do i delete a youtube channel,Informational,1900,"1.00,0.53,0.17,0.11,0.33,0.33,0.22,0.28,0.44,0.28,0.44,0.08",16,0.72,0.00,"AI Overview, Video, Video carousel, Short videos, Related searches",663000000
how to change channel name on youtube,Informational,1900,"0.44,0.19,0.15,0.13,0.24,0.67,0.80,1.00,1.00,0.35,0.35,0.80",29,0.00,0.00,"Featured snippet, Sitelinks, Video, Video carousel, Related searches",2910000000
how to change the name of your youtube channel,Informational,1900,"0.13,0.30,1.00,1.00,0.15,0.00,0.81,0.81,0.30,0.30,0.04,0.65",29,0.00,0.00,"Featured snippet, Sitelinks, Video, Video carousel, People also ask, Discussions and forums, Related searches",3440000000
how to change you icon on your youtube channel,Informational,1900,"1.00,0.00",25,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",1210000000
how to delete any youtube channel,Informational,1900,"0.00,0.00,0.28,0.02,0.00,1.00,1.00,0.43,0.66,0.00,0.05,0.43",21,0.00,0.00,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",227000000
how to make my youtube channel private,Informational,1900,"0.27,0.80,0.24,0.80,0.44,0.80,0.27,1.00,0.36,0.36,0.66,0.52",29,0.63,0.00,"Featured snippet, Sitelinks, Video, Video carousel, People also ask, Related searches",706000000
how to rename youtube channel,Informational,1900,"0.81,0.16,0.81,1.00,0.12,0.65,0.16,0.36,0.43,0.30,0.12,0.09",19,0.00,0.00,"Featured snippet, Sitelinks, Video, Video carousel, Related searches",21800000
ion channel receptors,Informational,1900,"0.53,0.80,1.00,0.80,0.27,0.44,0.53,0.36,0.11,0.24,0.15,0.80",29,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Knowledge panel, Related searches",31200000
iptv global channels playlist,"Informational, Commercial",1900,"1.00,0.00",10,0.00,0.00,"Sitelinks, AI Overview, Image pack, Related searches",10
jake paul disney channel,Informational,1900,"0.02,1.00,0.02,0.04,0.02,0.02,0.03,0.03,0.04,0.03,0.00,0.02",29,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Top stories, Related searches",10
kelly cass weather channel,Informational,1900,"1.00,0.66,0.83,1.00,0.55,0.45,0.45,0.83,0.34,0.45,0.55,0.45",21,0.00,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Top stories, Related searches",432000
led channel,"Informational, Transactional",1900,"0.79,1.00,0.79,1.00,0.79,0.41,0.66,0.66,0.66,0.54,0.79,0.41",10,2.29,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products, Ads bottom",10
make me a channel of your peace lyrics,"Informational, Transactional",1900,"1.00,0.79,0.66,0.66,1.00,0.79,1.00,0.79,0.79,1.00,0.79,1.00",24,0.03,0.00,"Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, See results about",83000000
microfluidic channel design stl print file,Commercial,1900,"1.00,0.00",10,0.00,0.00,"Image pack, Video, Related searches, Ads top, Ads bottom, Ads middle",10
mnf channel,Informational,1900,"0.36,0.30,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00",23,2.21,0.03,"Sitelinks, Video, Knowledge panel, Top stories, Related searches",12900000
ovation channel schedule,Navigational,1900,"0.66,0.52,1.00,1.00,0.44,0.52,0.52,0.36,0.52,0.66,0.52,0.36",29,0.00,0.00,"Sitelinks, Image, Video, People also ask, Related searches",33400000
pokemon channel gamecube,Informational,1900,"0.20,0.36,0.36,0.44,0.36,0.44,0.66,0.20,0.44,1.00,1.00,0.80",30,0.00,0.05,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Popular products, See results about",2400000
radio channels los angeles,Informational,1900,"0.27,0.10,0.36,0.07,0.80,1.00,1.00,0.66,0.80,0.01,0.24,0.66",14,0.54,0.01,"Sitelinks, AI Overview, Video, Carousel, Related searches",44700000
sirius xm channel list pdf,Informational,1900,"0.55,0.82,0.65,0.44,0.44,0.82,1.00,0.82,0.55,0.55,0.65,0.55",25,0.00,0.00,"Image pack, Related searches",5
sonic channel art,"Informational, Transactional",1900,"0.65,0.65,0.82,1.00,0.82,0.65,0.65,0.55,0.65,0.65,0.65,0.55",24,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",74200000
spouted channels,Informational,1900,"0.03,0.03,0.03,0.03,0.53,1.00,0.66,0.44,0.53,0.00,0.16,0.44",11,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",155000
steel channel,"Informational, Commercial",1900,"1.00,0.79,0.79,0.79,0.67,0.79,0.67,0.79,0.79,0.54,0.67,0.67",12,1.06,0.90,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",635000000
tablo tv channels list,"Informational, Transactional",1900,"0.83,0.83,1.00,1.00,0.83,0.55,0.34,0.30,0.30,0.45,0.45,0.45",22,0.65,0.12,"AI Overview, Image pack, Video, Video carousel, Related searches, Ads bottom",87200
tennis channel subscription,Informational,1900,"0.05,0.13,0.13,0.29,0.13,0.53,0.18,0.35,0.66,0.35,1.00,0.53",22,1.35,0.06,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",39900000
the king channel,Informational,1900,"1.00,0.43,0.83,0.83,0.43,0.04,0.13,0.35,1.00,0.83,0.83,0.83",27,0.00,0.00,"Sitelinks, Video, People also ask, Related searches",827000000
ulala space channel 5,Informational,1900,"0.52,1.00,0.52,0.36,0.52,0.52,0.36,0.36,0.27,0.52,0.66,0.44",30,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, See results about, Things to know",212000
what channel is abc on dish,Informational,1900,"0.55,0.65,0.65,0.36,0.12,0.29,0.23,0.29,0.36,0.12,0.29,1.00",26,0.00,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",76000000
what channel is alabama game on,Informational,1900,"0.44,1.00,0.23,0.02,0.02,0.04,0.00,0.00,0.00,0.00,0.16,0.23",16,2.20,0.03,"AI Overview, Video, Video carousel, Top stories, Related searches",165000000
what channel is auburn football on friday,Informational,1900,"1.00,1.00,0.07,0.09,0.16,0.16,0.05,0.00,0.00,0.00,0.11,0.00",23,1.68,0.02,"AI Overview, Video, Related searches",10
what channel is cbs on dish,Informational,1900,"1.00,1.00,1.00,0.67,0.36,0.53,0.36,0.19,0.14,0.14,0.28,1.00",26,0.00,0.00,"AI Overview, Video, People also ask, Related searches",35000000
what channel is cowboys game on,Informational,1900,"0.82,1.00,0.36,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.66",30,2.13,0.02,"Video, People also ask, Top stories, Related searches",131000000
what channel is friday night smackdown on,Informational,1900,"0.54,0.43,0.43,1.00,0.54,0.43,0.29,0.36,0.36,0.54,0.43,0.54",24,1.82,0.02,"Sitelinks, Video, Knowledge panel, Top stories, Related searches",149000000
what channel is hallmark on directv,Informational,1900,"0.14,0.55,1.00,0.18,0.09,0.14,0.02,0.18,0.23,0.23,0.23,0.23",17,0.00,0.00,"AI Overview, Video, Related searches",999000
what channel is paramount plus on directv,Informational,1900,"0.30,1.00,1.00,0.55,0.66,0.43,0.36,0.23,0.18,0.23,0.30,0.55",20,1.07,0.00,"AI Overview, Video, People also ask, Related searches",3550000
what channel is penn state on,Informational,1900,"0.28,0.66,1.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.54",20,1.50,0.01,"AI Overview, Video, Top stories, Related searches",138000000
what channel is sec network on directv,Informational,1900,"1.00,0.81,0.09,0.24,0.19,0.30,0.09,0.24,0.06,0.02,0.24,0.81",20,3.14,0.00,"Sitelinks, AI Overview, Video, Related searches",749000
what channel is the alabama game on today,Informational,1900,"0.82,1.00,0.24,0.03,0.05,0.06,0.00,0.00,0.00,0.00,0.55,1.00",14,2.35,0.03,"Video, Video carousel, People also ask, Top stories, Related searches",262000000
what channel is the bills game on tonight,Informational,1900,"0.28,0.06,0.35,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.43,1.00",25,2.20,0.01,"AI Overview, Video, Video carousel, People also ask, Top stories, Related searches",10
what channel is the bucs game on,Informational,1900,"0.16,0.09,0.43,1.00,0.02,0.02,0.02,0.00,0.00,0.00,0.09,0.23",23,2.66,0.02,"AI Overview, Video, Video carousel, Top stories, Related searches",52700000
what channel is the cw on for directv,"Informational, Commercial",1900,"0.12,0.04,0.19,0.12,0.23,0.08,0.54,0.29,0.35,0.00,0.03,1.00",23,0.00,0.00,"AI Overview, Video, People also ask, Related searches",843000
what channel is the duke game on today,Informational,1900,"0.01,0.03,0.03,0.06,0.12,1.00,0.29,0.00,0.00,0.00,0.00,0.01",27,2.75,0.02,"Video, People also ask, Related searches",71900000
what channel is the indy 500 on,Informational,1900,"0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.00,0.00,0.00,0.00",23,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",10
what channel is the nebraska football game on,Informational,1900,"1.00,1.00,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.27,1.00",15,2.01,0.03,"AI Overview, Video, People also ask, Related searches",41700000
what channel is the nebraska game on,Informational,1900,"0.43,0.81,0.24,0.03,0.01,0.00,0.01,0.01,0.00,0.00,0.81,1.00",20,2.01,0.03,"Video, People also ask, Top stories, Related searches",148000000
what channel is the nebraska game on today,Informational,1900,"0.66,1.00,0.43,0.05,0.05,0.02,0.02,0.02,0.00,0.00,0.23,0.55",26,1.97,0.03,"AI Overview, Video, Top stories, Related searches",135000000
what channel is the texans game on,Informational,1900,"0.16,0.30,0.66,1.00,0.00,0.02,0.00,0.00,0.00,0.00,0.18,0.66",29,2.89,0.04,"Video, Video carousel, People also ask, Top stories, Related searches",79700000
what channel is the texans game on today,Informational,1900,"0.23,0.66,1.00,0.81,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.35",25,3.24,0.04,"Video, Video carousel, Top stories, Related searches",36100000
what channel is the texas game on,Informational,1900,"0.36,0.28,0.66,1.00,0.00,0.04,0.00,0.00,0.01,0.00,0.19,0.36",27,2.78,0.04,"Video, People also ask, Top stories",434000000
what channel is the weather channel on directv,Informational,1900,"1.00,0.06,0.06,0.35,0.07,0.15,0.13,0.13,0.06,0.24,0.19,0.09",27,0.00,0.00,"AI Overview, Video, People also ask, Related searches",1890000
what channel is the xfinity race on,Informational,1900,"0.43,0.36,0.00,0.00,1.00,0.65,0.43,0.54,0.43,0.43,0.43,0.36",19,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Top stories, Related searches",7400000
