Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
2025 camero,Informational,2400,"0.43,0.22,0.36,1.00,0.54,0.43,0.54,0.43,0.43,1.00,1.00,0.36",23,1.56,0.99,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",7730000
3 point slinger for camera,Commercial,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",1,0.00,0.05,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",449000
a6000 digital camera,"Informational, Transactional",2400,"0.10,0.07,0.35,0.04,0.53,1.00,0.81,0.53,0.81,0.00,0.16,0.44",29,0.24,1.00,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",4220000
arizona speeding cameras location,"Informational, Commercial",2400,1.00,21,0.00,0.00,"AI Overview, Image, Video, People also ask, Related searches",70800000
asian massage parlor hidden camera,Informational,2400,"1.00,0.16,0.66,0.66,0.66,0.66,0.80,0.44,0.80,0.80,0.20,0.24",28,0.00,0.00,,3290000
avigilon cameras,Navigational,2400,"0.54,0.43,0.43,1.00,0.54,0.29,0.36,0.81,0.36,0.22,0.36,0.81",30,4.62,1.00,"Sitelinks, Video, Discussions and forums, Related searches, Popular products, Ads top, Ads bottom",712000
barn owl camera,Commercial,2400,"0.81,1.00,1.00,0.54,0.36,0.29,0.36,0.29,0.54,0.29,0.36,0.36",9,2.54,0.75,"Sitelinks, Image, Video, Discussions and forums, Related searches",3750000
best camera for sports photography,Commercial,2400,"0.80,1.00,0.66,0.52,0.66,0.80,0.66,0.80,0.52,0.44,0.66,1.00",22,0.45,1.00,"Sitelinks, AI Overview, Image, Video, Related searches",266000000
best camera for starter photography,Commercial,2400,"0.00,0.00,0.00,0.00,0.81,0.08,1.00,0.28,0.66,0.00,0.04,1.00",25,0.41,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Popular products, Ads bottom",41200000
best camera for video,Commercial,2400,"0.65,1.00,0.65,0.65,0.42,0.55,0.23,0.29,0.36,0.65,0.12,0.55",27,0.43,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",3230000000
best camera for youtube,Commercial,2400,"0.79,1.00,1.00,0.79,0.67,0.79,0.79,0.50,0.50,0.67,0.42,0.25",27,0.36,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",2190000000
best rocket league camera settings,Commercial,2400,"0.67,0.67,0.67,1.00,0.67,0.53,0.44,0.53,0.53,0.67,0.53,0.53",25,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",5960000
best small camera for travel,Commercial,2400,"0.82,0.82,0.82,0.65,0.65,0.82,0.82,0.82,1.00,0.82,0.82,0.82",17,0.41,1.00,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches, Ads bottom",774000000
best starter camera for photography,Commercial,2400,"0.36,1.00,1.00,0.66,0.54,0.28,0.15,0.15,0.10,0.03,0.28,0.24",22,0.41,1.00,"Sitelinks, Image, Video, People also ask, Related searches, Popular products, Ads bottom",47800000
best underwater camera,Commercial,2400,"0.52,0.80,0.80,1.00,0.80,0.66,0.52,0.52,0.80,0.80,0.52,0.36",26,0.49,1.00,"Sitelinks, AI Overview, Image, Video, Related searches, Popular products",157000000
blackmagic design studio camera sensor size,"Navigational, Commercial",2400,"1.00,0.55",15,0.00,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Popular products",201000
brazil flying lizard caught on camera,Informational,2400,1.00,23,0.00,0.00,"AI Overview, Image, Image pack, Video, Related searches",343000
browning game camera,"Informational, Transactional",2400,"0.66,1.00,0.53,0.24,0.29,0.24,0.35,0.35,0.18,0.44,0.66,0.53",28,0.32,1.00,"Sitelinks, Video, Knowledge panel, Related searches, Popular products, Ads bottom",6330000
browning trail camera,"Informational, Transactional",2400,"0.65,0.82,1.00,0.55,0.36,0.05,0.42,0.20,0.08,0.23,1.00,0.65",24,0.32,1.00,"Sitelinks, Video, Knowledge panel, Related searches, Popular products",1640000
california dot cameras,Informational,2400,"0.13,0.66,0.36,1.00,0.04,0.24,0.07,0.03,0.05,0.00,0.02,0.04",26,0.00,0.00,"Image, Video, Related searches",38100000
camera action lights,"Informational, Transactional",2400,"0.08,0.03,0.08,0.04,0.15,0.05,1.00,1.00,0.66,0.01,0.05,1.00",27,0.00,0.01,"Image, Image pack, Video, Video carousel, Related searches, Popular products",140000000
camera ashe,Informational,2400,"0.05,0.15,0.15,0.15,0.35,0.10,0.10,0.10,0.10,1.00,0.40,0.50",29,0.00,0.00,"Image, Video, Short videos, Knowledge panel, Related searches",6060000
camera bag saint laurent,"Informational, Transactional",2400,"0.35,0.07,0.00,0.04,1.00,1.00,0.81,0.44,0.53,0.00,0.16,0.53",21,0.55,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",11800000
camera canon 6d,"Informational, Transactional",2400,"0.03,0.00,0.02,0.01,0.00,0.16,0.00,0.66,1.00,0.00,0.04,0.66",25,0.28,0.97,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches",7460000
camera d60 canon,"Informational, Transactional",2400,"0.08,0.05,0.28,0.03,0.81,1.00,1.00,0.43,0.54,0.00,0.04,0.43",27,0.22,0.88,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches, Popular products, See results about",1070000
camera decision,"Navigational, Commercial",2400,"1.00,1.00,0.65,0.82,0.55,1.00,0.65,1.00,0.65,0.82,0.82,0.65",29,0.00,0.02,"Sitelinks, Video, Discussions and forums, Related searches",526000000
camera dolly,"Informational, Transactional",2400,"0.15,0.08,0.13,0.08,0.10,0.10,0.10,1.00,0.10,0.13,0.10,0.13",14,0.61,0.74,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",41200000
camera eyeball utility webcam,"Informational, Transactional",2400,1.00,23,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",10100
camera fix near me,Transactional,2400,"1.00,0.36,0.19,0.44,0.04,0.13,0.04,0.19,0.08,0.04,0.05,0.02",25,0.95,0.13,"Sitelinks, Image, Video, People also ask, Local pack, Related searches",827000000
camera hard case,"Informational, Transactional",2400,"1.00,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00",17,0.81,1.00,"Sitelinks, Image, Video, Related searches, Popular products",553000000
camera in cat,Commercial,2400,"0.23,0.07,0.00,0.00,0.66,0.81,1.00,0.00,0.54,0.00,0.00,0.00",24,0.51,0.96,"Sitelinks, Image, Video, Related searches, Popular products",605000000
camera latina,Informational,2400,"0.08,0.05,0.28,0.03,0.81,1.00,1.00,0.43,0.66,0.00,0.13,0.24",18,1.79,0.03,"Image, Image pack, Video",945000000
camera lens cleaning kit,"Informational, Transactional",2400,"1.00,0.75,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.25,0.00",19,0.56,0.86,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",46500000
camera lens hood,Commercial,2400,"1.00,1.00,0.67,0.67,0.33,0.67,0.33,0.67,1.00,0.67,0.33,0.67",25,0.33,0.23,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",31600000
camera light,"Informational, Transactional",2400,"0.67,0.67,1.00,0.53,0.44,0.67,1.00,0.53,0.44,0.53,0.80,0.44",21,0.66,0.97,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",2070000000
camera lumix gx85,"Informational, Transactional",2400,"0.03,0.04,0.03,0.03,0.81,1.00,1.00,0.43,0.66,0.01,0.04,0.24",28,0.40,1.00,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",428000
camera microphone,Commercial,2400,"0.52,0.52,1.00,0.66,0.80,0.44,0.66,0.66,0.66,0.66,0.80,0.52",24,0.35,0.92,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches, Popular products",365000000
camera mount,"Informational, Transactional",2400,"0.67,1.00,0.67,0.44,0.53,0.44,0.53,0.67,0.44,0.67,0.81,0.53",18,0.66,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",1240000000
camera polarizer lens,"Informational, Transactional",2400,"1.00,0.75,0.75,0.75,0.50,0.75,0.75,0.50,0.50,0.50,0.25,0.00",18,0.48,0.51,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",1870000
camera raw 17.4.2,Informational,2400,"1.00,0.00",8,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel",9
camera rebel t2i,"Informational, Transactional",2400,"0.10,0.04,0.24,0.03,0.54,1.00,1.00,0.43,0.54,0.00,0.13,0.24",21,0.22,0.83,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",678000
camera sensor,"Informational, Commercial",2400,"1.00,1.00,0.55,1.00,0.83,1.00,0.45,0.83,0.83,1.00,0.83,0.55",28,1.28,0.53,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Popular products",520000000
camera sling bag,Commercial,2400,"1.00,0.43,0.54,0.43,0.54,0.65,0.54,0.54,0.43,0.54,0.65,0.43",24,0.72,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",19500000
camera sony a7s,Commercial,2400,"0.07,0.05,0.28,0.03,0.81,1.00,0.66,0.43,0.54,0.00,0.13,0.24",21,0.37,1.00,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",4320000
camera t2i,"Informational, Transactional",2400,"0.10,0.04,0.24,0.03,0.43,1.00,1.00,0.43,0.54,0.00,0.13,0.24",26,0.22,0.83,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",979000
camera t2i canon,"Informational, Transactional",2400,"0.10,0.04,0.24,0.03,0.43,1.00,1.00,0.43,0.54,0.00,0.13,0.24",20,0.22,0.83,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",855000
camera t6 canon,Commercial,2400,"0.01,0.00,0.08,0.01,0.00,0.00,0.00,0.08,1.00,0.00,0.10,0.66",19,0.18,0.92,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",2000000
camera utiluity software,Informational,2400,1.00,27,0.00,0.00,"Sitelinks, Video, Video carousel, Related searches",54600000
camera west,Navigational,2400,"1.00,1.00,0.83,0.83,0.65,0.65,0.45,0.65,0.83,1.00,0.65,0.65",26,2.51,0.40,"Sitelinks, Image, Video, Local pack, Knowledge panel, Related searches, Popular products",799000000
camera with sunglasses,"Informational, Transactional",2400,"1.00,0.29,0.29,0.23,0.23,0.29,0.36,0.42,0.55,0.82,0.82,0.65",28,0.64,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",317000000
camera wrist strap,Commercial,2400,"0.65,0.82,0.65,0.65,0.55,0.82,0.82,0.65,0.65,1.00,0.82,1.00",23,0.51,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",33400000
camp camera,"Informational, Transactional",2400,"0.54,0.29,0.65,0.36,0.22,0.36,0.43,0.54,1.00,0.81,0.65,0.54",29,2.19,1.00,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches, Popular products, Ads bottom",886000000
canon digital camera t2i,"Informational, Transactional",2400,"0.07,0.04,0.24,0.03,0.36,1.00,1.00,0.43,0.54,0.00,0.13,0.24",21,0.22,0.83,"Sitelinks, AI Overview, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",799000
canon sx530hs camera,"Informational, Transactional",2400,"0.10,0.00,0.24,0.03,0.43,0.81,1.00,0.43,0.66,0.01,0.05,0.43",27,0.20,0.91,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",425000
case logic tbc-303 medium camera/camcorder case - black,"Informational, Transactional",2400,1.00,17,0.00,0.00,"Sitelinks, Image, Video, Related searches, Popular products",17800
cat collar camera,Commercial,2400,"0.67,0.67,1.00,0.33,0.50,0.67,0.67,0.50,0.42,0.79,0.67,0.50",26,0.28,0.94,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",67900000
caught on camera,Informational,2400,"0.53,0.67,0.67,0.53,0.53,1.00,0.67,0.53,0.53,1.00,0.67,0.67",28,0.00,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Top stories, Related searches",893000000
cell camera,Commercial,2400,"1.00,0.81,0.81,0.23,0.12,0.23,0.12,0.16,0.19,0.35,0.44,0.44",27,0.99,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",1160000000
cellular game camera,Commercial,2400,"0.54,0.54,0.43,0.19,0.19,0.13,0.13,0.15,0.19,0.28,0.43,1.00",26,1.01,1.00,"Sitelinks, Image, Video, Related searches, Popular products, Ads bottom",112000000
colorado springs traffic cameras,"Informational, Commercial",2400,"0.08,0.81,0.35,1.00,0.54,0.35,0.29,0.07,0.08,0.05,0.05,0.03",16,0.00,0.00,"Sitelinks, Image, Video, Related searches",2320000
covert cameras,Commercial,2400,"1.00,0.66,0.80,0.66,0.43,0.27,0.18,0.36,0.36,0.66,0.80,1.00",23,0.68,1.00,"Sitelinks, Video, Related searches",19300000
crossbody camera bag,Commercial,2400,"0.35,0.65,1.00,0.84,0.84,0.65,0.35,1.00,1.00,0.84,0.65,0.65",8,0.73,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",22000000
deldot cameras,"Informational, Transactional",2400,"0.20,0.20,0.20,1.00,0.67,0.20,0.20,0.24,0.29,0.36,0.55,0.11",29,0.00,0.00,"Image, Video, Related searches",65600
deldot traffic cameras,"Informational, Transactional",2400,"0.23,0.28,0.28,1.00,0.43,0.28,0.28,0.20,0.28,0.23,0.67,0.23",27,0.00,0.00,"Image, Video, Related searches",8900
digital camera utility software,Informational,2400,1.00,11,0.00,0.00,"Sitelinks, Video, Related searches",491000000
digital camera with flip screen,Commercial,2400,"0.36,0.54,0.65,0.43,0.36,0.65,0.54,0.65,0.54,0.65,1.00,0.43",27,0.29,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",243000000
drone with infrared camera,Commercial,2400,"0.67,0.81,1.00,1.00,0.44,0.09,0.23,0.16,0.44,0.30,0.16,0.16",17,0.43,1.00,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",7530000
dslr camera 6d,Commercial,2400,"0.36,0.08,0.28,0.03,0.81,1.00,1.00,1.00,0.00,0.00,0.00,0.00",30,0.28,0.97,"Sitelinks, Video, Video carousel, Related searches, Popular products",4240000
eagle eye wireless camera,Commercial,2400,"1.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",2,3.11,0.14,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",10
extraemily close up camera,Informational,2400,1.00,26,0.00,0.00,"Sitelinks, Image pack, Video",57800
fishing lure with camera inside,"Informational, Transactional",2400,1.00,24,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",106000000
flock camera locations,Informational,2400,"0.22,0.22,0.29,0.43,0.43,0.54,0.36,0.54,0.65,0.54,0.81,1.00",18,0.00,0.00,"Sitelinks, Image, Video, Related searches",29400000
florida traffic cameras,Informational,2400,"1.00,0.03,0.05,0.24,0.04,0.04,0.03,0.04,0.02,0.08,0.06,0.06",28,0.00,0.00,"Image, Video, Related searches",24800000
ford vehicles rear camera recall,Informational,2400,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",30,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",7510000
fujifilm instax mini 12 instant camera product info and reviews,Commercial,2400,"1.00,0.82",26,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",2170000
godoty move camera 2d,Informational,2400,1.00,12,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",68000
good cameras for photography,Commercial,2400,"0.43,1.00,0.43,0.23,0.43,0.18,0.34,0.66,0.23,0.43,0.52,0.52",26,0.33,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",221000000
great video cameras,"Informational, Commercial",2400,"0.08,0.05,0.28,0.00,0.81,1.00,1.00,0.43,0.54,0.00,0.00,0.00",30,0.40,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Popular products",223000000
gucci camera bag,"Informational, Transactional",2400,"0.84,0.84,1.00,0.84,0.84,1.00,1.00,1.00,0.84,0.84,0.84,0.84",25,1.07,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",20100000
gun pointing at camera,"Informational, Commercial",2400,"0.52,0.80,0.66,0.52,0.36,0.66,0.43,0.66,0.52,0.80,1.00,0.52",24,0.00,0.00,,16000000
handheld camera,"Informational, Transactional",2400,"0.65,0.82,1.00,0.65,0.65,1.00,1.00,1.00,0.82,0.82,0.65,0.82",20,0.28,0.88,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",167000000
hanwha cameras,Commercial,2400,"0.82,0.82,0.65,0.82,0.82,0.82,0.82,0.82,0.65,0.82,1.00,0.82",24,1.20,1.00,"Sitelinks, Image, Video, Related searches, Popular products, Ads top",4110000
hidden camera screw,"Informational, Transactional",2400,"0.00,0.08,0.03,0.04,0.03,0.03,1.00,0.08,0.06,0.16,0.10,0.12",20,0.23,0.56,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",29500000
hidden spy camera,Commercial,2400,"0.55,1.00,1.00,1.00,0.45,0.83,0.83,0.83,0.66,0.83,0.55,0.55",30,0.57,1.00,"Sitelinks, Image, Video, Related searches, Popular products",308000000
hidden spy camera with audio,Commercial,2400,"0.07,0.07,0.06,0.67,0.06,0.44,1.00,0.44,0.07,0.19,0.09,0.11",26,0.51,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",45800000
how to reset blink camera,Informational,2400,"0.79,0.79,1.00,1.00,0.79,1.00,0.79,1.00,1.00,0.79,1.00,1.00",20,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",20100000
hp x360 camera,"Informational, Transactional",2400,"0.10,0.05,0.19,0.02,0.43,0.81,0.66,0.28,0.43,0.00,0.13,1.00",30,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",4800000
invert camera,"Informational, Transactional",2400,"0.43,0.22,0.43,0.81,0.43,0.65,0.43,1.00,0.43,0.65,0.65,0.65",20,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches",19800000
ip of camera,Informational,2400,"0.81,0.36,0.81,0.36,0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00",21,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Popular products, Ads bottom",389000000
ipevo document camera,"Navigational, Transactional",2400,"0.16,0.08,0.08,0.10,0.10,0.19,0.29,0.23,0.08,0.07,1.00,0.81",30,0.44,0.28,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",134000
iphone camera black screen,Informational,2400,"0.24,0.27,0.52,0.52,0.52,0.66,0.66,0.80,0.80,0.80,1.00,1.00",16,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",611000000
jax taylor ring camera,Informational,2400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08,0.05,0.00,0.00",24,0.00,0.00,"Sitelinks, Image, Video, Related searches",926000
julian live camera,"Informational, Transactional",2400,"0.06,0.24,0.30,0.30,0.44,1.00,0.19,0.09,0.04,0.04,0.09,0.13",16,0.00,0.00,"Image, Image pack, Video, Video carousel, Related searches",47300000
kodak z7590 charger battery inside camera,"Informational, Commercial",2400,1.00,18,0.00,0.00,"AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Popular products",34000
lake tahoe camera,"Informational, Commercial",2400,"0.00,0.54,0.54,0.07,1.00,0.10,0.02,0.00,0.00,0.00,0.00,0.00",28,1.01,0.00,"Sitelinks, Image, Video, Related searches",6860000
laptop camera cover,Commercial,2400,"0.83,0.66,0.66,1.00,0.83,0.66,0.66,0.66,0.55,0.83,1.00,0.83",24,1.62,1.00,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches, Popular products",384000000
laptop camera problem,"Informational, Transactional",2400,"0.80,0.66,0.80,1.00,0.80,1.00,1.00,0.52,0.66,0.02,0.20,0.44",24,1.95,0.01,"Sitelinks, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches",275000000
leather camera bag,Commercial,2400,"0.67,1.00,1.00,0.67,0.53,0.53,0.53,0.53,0.44,0.53,0.67,0.44",9,0.84,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",94900000
leavenworth camera,"Informational, Transactional",2400,"0.04,0.30,1.00,0.30,0.07,0.04,0.04,0.02,0.02,0.00,0.00,0.00",19,0.00,0.00,"Image, Image pack, Video, Video carousel, Related searches",2180000
leica film camera,Commercial,2400,"0.52,0.52,0.66,0.66,0.52,0.52,0.44,0.66,0.80,0.66,1.00,0.66",14,0.48,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",18300000
lexington traffic cameras,"Informational, Commercial",2400,"0.03,0.08,0.04,0.81,1.00,0.10,0.13,0.03,0.05,0.04,0.07,0.04",17,0.00,0.00,"Image, Video, Related searches",1500000
lightning to sd card camera reader,"Informational, Transactional",2400,"0.13,0.10,0.36,0.36,0.22,0.54,0.81,0.65,0.81,0.54,0.36,1.00",23,0.41,0.85,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",2630000
logo samsung camera icon,"Informational, Transactional",2400,"0.66,0.80,1.00,1.00,0.80,1.00,1.00,0.44,0.16,0.10,0.08,0.44",28,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",149000000
lookout pass camera,"Informational, Transactional",2400,"0.19,0.44,1.00,0.36,0.29,0.36,0.10,0.07,0.03,0.01,0.01,0.01",20,0.00,0.00,"Sitelinks, Image, Video, Related searches",24300000
low angle camera shot,Informational,2400,"0.19,0.36,0.19,0.28,0.28,0.54,0.43,0.43,0.13,0.36,0.36,1.00",25,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Short videos, Knowledge panel, Related searches",24600000
lowepro camera bag,"Navigational, Transactional",2400,"0.82,0.82,0.82,0.82,0.44,0.65,0.65,0.65,0.65,1.00,0.82,0.65",17,0.33,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",1210000
lts cameras,Commercial,2400,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.65,0.65,0.65,1.00,0.65",29,1.86,1.00,"Sitelinks, Image, Video, Related searches",2720000
matterport camera,"Navigational, Transactional",2400,"0.80,0.80,0.67,1.00,0.80,0.67,0.80,0.52,0.52,0.80,0.80,0.67",29,1.94,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",1120000
mickey with a film camera,Transactional,2400,1.00,24,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",13500000
min dot cameras,"Informational, Commercial",2400,"0.08,0.04,0.19,0.02,0.03,1.00,0.81,0.29,0.44,0.00,0.10,0.16",17,0.00,0.00,"Sitelinks, Video, Related searches",112000000
minecraft modded water moving with first person camera,"Informational, Transactional",2400,1.00,22,0.00,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",1560000
motion activated camera,"Informational, Commercial",2400,"0.52,0.52,0.52,0.52,0.44,0.44,0.44,0.52,0.52,1.00,0.80,1.00",16,1.31,0.94,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",40300000
motion detector camera,"Informational, Transactional",2400,"1.00,0.65,0.83,0.83,0.55,0.83,0.83,0.83,1.00,0.65,0.83,0.65",18,2.34,1.00,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",37200000
motion sensor camera,"Informational, Transactional",2400,"1.00,0.36,0.44,0.80,0.66,0.66,0.66,0.66,0.80,0.36,0.36,0.52",28,2.34,1.00,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",105000000
moultrie cameras,"Informational, Transactional",2400,"0.53,0.44,0.53,0.24,0.16,0.18,0.13,0.24,0.44,0.66,1.00,0.81",20,0.65,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",2590000
my q camera,Transactional,2400,"1.00,0.81,0.81,0.43,0.36,0.43,0.43,0.36,0.54,0.54,0.43,0.43",24,1.13,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",3580000000
netflix approved cameras,"Informational, Transactional",2400,"0.83,0.83,0.65,0.83,0.65,0.83,0.83,0.83,0.83,1.00,0.55,0.55",7,1.24,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",897000000
night owl camera on tv,"Informational, Transactional",2400,1.00,5,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",5660000
nose room camera shot example,Informational,2400,1.00,10,0.00,0.00,"AI Overview, Image, Image pack, Video, Related searches",23500000
olympus film camera,Commercial,2400,"0.44,0.44,1.00,1.00,0.52,0.80,0.52,0.67,0.67,0.80,0.67,0.80",8,0.26,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",14700000
oregon dot cameras,Informational,2400,"0.22,1.00,1.00,0.15,0.54,0.19,0.06,0.06,0.19,0.19,0.04,0.11",23,0.00,0.00,"Sitelinks, Image, Video, Related searches",5920000
oregon tripcheck cameras,"Informational, Transactional",2400,"0.10,0.44,0.36,0.23,1.00,0.13,0.00,0.03,0.01,0.01,0.03,0.03",25,0.00,0.00,"Sitelinks, Image, Video, Related searches",92100
oregon weather road cameras,Informational,2400,"0.02,0.01,0.04,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",17,0.00,0.00,"Sitelinks, Image, Video, Related searches",4070000
pink camera,Transactional,2400,"0.36,0.54,1.00,0.54,0.43,0.54,0.65,0.65,0.81,0.54,0.65,0.54",25,0.25,0.80,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",2630000000
polaroid now instant camera,"Informational, Transactional",2400,"0.05,0.07,0.19,0.13,0.08,0.15,0.08,0.10,1.00,1.00,0.66,0.66",26,0.24,0.02,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",7440000
police simulator camera uses,Informational,2400,1.00,26,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",13500000
ptz cameras,Commercial,2400,"0.16,0.16,1.00,0.13,0.19,0.16,0.16,0.36,0.16,0.19,0.16,0.29",14,1.19,1.00,"Sitelinks, Image, Video, Related searches, Popular products",10
rc car with camera,Commercial,2400,"0.35,0.66,1.00,0.35,0.35,0.29,0.29,0.24,0.29,0.29,0.35,0.29",20,0.24,0.85,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",62500000
rearview mirror camera,Commercial,2400,"0.67,0.52,0.67,0.67,0.52,0.67,1.00,0.80,0.67,0.67,0.80,1.00",23,0.54,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",44900000
rebel t2i camera,"Informational, Transactional",2400,"0.10,0.28,0.24,0.03,0.43,1.00,1.00,0.43,0.54,0.00,0.13,0.24",22,0.22,0.83,"Sitelinks, AI Overview, Video, Knowledge panel, Related searches",677000
